Country,Year,Value
Slovenia,2003,19799.50764
Slovenia,2004,20202.15908
Slovenia,2005,20462.37739
Slovenia,2006,20662.809
Slovenia,2007,20846.87238
Slovenia,2008,21572.71342
Slovenia,2009,19407.73372
Slovenia,2010,19643.77278
Slovenia,2011,19567.82934
Slovenia,2012,18943.48936
Slovenia,2013,18250.06954
Slovenia,2014,16612.19873
Slovenia,2015,16793.50654
Slovenia,2016,17657.57665
Slovenia,2017,17727.38264
Slovenia,2018,17554.68511
Slovenia,2019,17074.18186
Slovenia,2020,15851.44202
Spain,1990,290103.6726
Spain,1991,297816.5974
Spain,1992,307440.4147
Spain,1993,296865.052
Spain,1994,313888.6687
Spain,1995,330044.5256
Spain,1996,322247.128
Spain,1997,336504.8304
Spain,1998,345924.1554
Spain,1999,372916.2786
Spain,2000,388091.2581
Spain,2001,385864.1927
Spain,2002,403903.8838
Spain,2003,411770.5765
Spain,2004,427565.566
Spain,2005,442321.4027
Spain,2006,435528.4867
Spain,2007,446685.7469
Spain,2008,412489.5788
Spain,2009,372606.6307
Spain,2010,358156.6422
Spain,2011,357852.0371
Spain,2012,350635.3726
Spain,2013,323830.8629
Spain,2014,325894.0114
Spain,2015,337416.3831
Spain,2016,325627.6005
Spain,2017,338844.7501
Spain,2018,333251.3974
Spain,2019,313828.4891
Spain,2020,274742.8949
Sweden,1990,71441.5546
Sweden,1991,71688.51641
Sweden,1992,71213.25815
Sweden,1993,71510.19227
Sweden,1994,74016.11246
Sweden,1995,73363.50132
Sweden,1996,77313.20321
Sweden,1997,72310.30427
Sweden,1998,72759.31828
Sweden,1999,69684.05887
Sweden,2000,68337.64168
Sweden,2001,69156.52342
Sweden,2002,69871.85571
Sweden,2003,70231.12398
Sweden,2004,69656.83932
Sweden,2005,66827.53171
Sweden,2006,66441.37009
Sweden,2007,65324.01646
Sweden,2008,62952.52063
Sweden,2009,58680.16921
Sweden,2010,64713.64132
Sweden,2011,60371.63176
Sweden,2012,57508.57154
Sweden,2013,55842.97695
Sweden,2014,53944.02364
Sweden,2015,54105.99628
Sweden,2016,53701.68029
Sweden,2017,53100.52493
Sweden,2018,52149.82791
Sweden,2019,50810.59266
Sweden,2020,46284.75262
Switzerland,1990,53566.24762
Switzerland,1991,55473.48335
Switzerland,1992,55241.68476
Switzerland,1993,52695.05195
Switzerland,1994,51688.11346
Switzerland,1995,52621.60579
Switzerland,1996,53323.90311
Switzerland,1997,52170.06051
Switzerland,1998,53736.41437
Switzerland,1999,53580.15559
Switzerland,2000,52889.12388
Switzerland,2001,54428.30392
Switzerland,2002,52938.18471
Switzerland,2003,54022.30524
Switzerland,2004,54653.87386
Switzerland,2005,55299.17338
Switzerland,2006,54990.56938
Switzerland,2007,53076.98841
Switzerland,2008,54492.87173
Switzerland,2009,53036.00479
Switzerland,2010,54669.66779
Switzerland,2011,50552.3823
Switzerland,2012,51901.41995
Switzerland,2013,52785.69918
Switzerland,2014,48845.03324
Switzerland,2015,48355.48364
Switzerland,2016,48631.37845
Switzerland,2017,47754.07969
Switzerland,2018,46256.92601
Switzerland,2019,45973.87043
Switzerland,2020,43290.99417
Türkiye,1990,219720.0014
Türkiye,1991,227104.9437
Türkiye,1992,233312.9501
Türkiye,1993,240635.8084
Türkiye,1994,234610.6981
Türkiye,1995,248560.9734
Türkiye,1996,267662.0044
Türkiye,1997,278883.2518
Türkiye,1998,280437.9553
Türkiye,1999,277879.815
Türkiye,2000,299010.1559
Türkiye,2001,279804.7022
Türkiye,2002,285698.7741
Türkiye,2003,304853.8264
Türkiye,2004,314474.6726
Türkiye,2005,336986.3547
Türkiye,2006,357962.0532
Türkiye,2007,391259.813
Türkiye,2008,387867.8982
Türkiye,2009,395127.3143
Türkiye,2010,398675.6488
Türkiye,2011,428492.4784
Türkiye,2012,448005.5268
Türkiye,2013,440048.6944
Türkiye,2014,459365.743
Türkiye,2015,474469.9124
Türkiye,2016,500752.4105
Türkiye,2017,528311.8665
Türkiye,2018,524038.9134
Türkiye,2019,508078.1718
Türkiye,2020,523897.188
Ukraine,1990,942389.6161
Ukraine,1991,856026.4423
Ukraine,1992,801043.2579
Ukraine,1993,710953.1231
Ukraine,1994,604680.666
Ukraine,1995,561889.842
Ukraine,1996,515054.3907
Ukraine,1997,499354.8842
Ukraine,1998,480675.6715
Ukraine,1999,449361.4443
Ukraine,2000,427557.8167
Ukraine,2001,445653.4433
Ukraine,2002,430798.901
Ukraine,2003,440055.0367
Ukraine,2004,442754.1855
Ukraine,2005,441930.155
Ukraine,2006,459566.4272
Ukraine,2007,462932.5075
Ukraine,2008,450718.4676
Ukraine,2009,390273.1916
Ukraine,2010,407103.4721
Ukraine,2011,428358.8065
Ukraine,2012,417374.4465
Ukraine,2013,408987.8824
Ukraine,2014,362562.3436
Ukraine,2015,319107.6012
Ukraine,2016,337413.3941
Ukraine,2017,322998.6852
Ukraine,2018,339500.295
Ukraine,2019,333834.969
Ukraine,2020,317695.5968
UK,1990,797015.7664
UK,1991,805857.214
UK,1992,785188.9861
UK,1993,765797.9251
UK,1994,754948.24
UK,1995,748697.9053
UK,1996,769570.0707
UK,1997,745547.6787
UK,1998,744404.8449
UK,1999,714329.7131
UK,2000,714300.9024
UK,2001,717276.919
UK,2002,695757.8474
UK,2003,702304.928
UK,2004,698972.1548
UK,2005,691247.9903
UK,2006,684093.4926
UK,2007,672431.5083
UK,2008,651364.7421
UK,2009,595065.647
UK,2010,609398.6017
UK,2011,564263.3973
UK,2012,580528.0333
UK,2013,567038.7356
UK,2014,526914.7856
UK,2015,509266.1305
UK,2016,484244.9524
UK,2017,473113.187
UK,2018,464307.2069
UK,2019,448389.6384
UK,2020,405754.8834
USA,1990,6453450.223
USA,1991,6382938.922
USA,1992,6497290.079
USA,1993,6613395.75
USA,1994,6700778.176
USA,1995,6785363.614
USA,1996,6990925.58
USA,1997,7046213.088
USA,1998,7094833.389
USA,1999,7138140.713
USA,2000,7327593.209
USA,2001,7219162.974
USA,2002,7259157.149
USA,2003,7313828.082
USA,2004,7428447.644
USA,2005,7434827.939
USA,2006,7360801.267
USA,2007,7463786.407
USA,2008,7240643.548
USA,2009,6787264.726
USA,2010,7007442.261
USA,2011,6845087.119
USA,2012,6606523.764
USA,2013,6784494.217
USA,2014,6843355.822
USA,2015,6689006.127
USA,2016,6537871.032
USA,2017,6500975.386
USA,2018,6687512.573
USA,2019,6571725.746
USA,2020,5981354.372
